Comunidades autónomas;Tipología penal;Sexo;Nacionalidad;periodo;Total
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Total;2019;9
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Total;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Española;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Española;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Española;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Española;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Española;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Española;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Española;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Extranjera;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Extranjera;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Extranjera;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Extranjera;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Extranjera;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Extranjera;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Extranjera;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Total;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Total;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Total;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Total;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Total;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Total;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Masculino;Total;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Española;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Española;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Española;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Española;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Española;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Española;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Española;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Extranjera;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Extranjera;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Extranjera;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Extranjera;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Extranjera;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Extranjera;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Extranjera;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Total;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Total;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Total;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Total;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Total;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Total;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Femenino;Total;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Española;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Española;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Española;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Española;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Española;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Española;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Española;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Extranjera;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Extranjera;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Extranjera;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Extranjera;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Extranjera;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Extranjera;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Extranjera;2018;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Total;2024;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Total;2023;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Total;2022;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Total;2021;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Total;2020;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Total;2019;0
CATALUÑA;11. LEGISLACIÓN ESPECIAL;Ambos sexos;Total;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Española;2024;10
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Española;2023;11
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Española;2022;3
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Española;2021;13
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Española;2020;7
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Española;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Española;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Extranjera;2024;4
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Extranjera;2023;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Extranjera;2022;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Extranjera;2021;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Extranjera;2020;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Extranjera;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Extranjera;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Total;2024;14
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Total;2023;13
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Total;2022;3
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Total;2021;15
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Total;2020;9
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Total;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Masculino;Total;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Española;2024;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Española;2023;1
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Española;2022;3
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Española;2021;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Española;2020;1
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Española;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Española;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Extranjera;2024;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Extranjera;2023;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Extranjera;2022;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Extranjera;2021;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Extranjera;2020;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Extranjera;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Extranjera;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Total;2024;4
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Total;2023;1
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Total;2022;3
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Total;2021;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Total;2020;1
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Total;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Femenino;Total;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Española;2024;12
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Española;2023;12
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Española;2022;6
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Española;2021;15
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Española;2020;8
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Española;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Española;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Extranjera;2024;6
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Extranjera;2023;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Extranjera;2022;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Extranjera;2021;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Extranjera;2020;2
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Extranjera;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Extranjera;2018;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Total;2024;18
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Total;2023;14
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Total;2022;6
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Total;2021;17
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Total;2020;10
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Total;2019;0
CATALUÑA;12. OTRAS INFRACCIONES PENALES;Ambos sexos;Total;2018;0
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Española;2024;2.645
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Española;2023;2.524
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Española;2022;2.451
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Española;2021;2.197
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Española;2020;1.835
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Española;2019;39
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Española;2018;21
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Extranjera;2024;1.282
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Extranjera;2023;1.214
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Extranjera;2022;1.308
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Extranjera;2021;1.158
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Extranjera;2020;1.085
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Extranjera;2019;17
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Extranjera;2018;25
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Total;2024;3.927
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Total;2023;3.738
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Total;2022;3.759
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Total;2021;3.355
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Total;2020;2.920
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Total;2019;56
CATALUÑA;TOTAL INFRACCIONES PENALES;Masculino;Total;2018;46
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Española;2024;1.437
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Española;2023;1.545
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Española;2022;1.376
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Española;2021;1.112
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Española;2020;772
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Española;2019;4
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Española;2018;1
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Extranjera;2024;434
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Extranjera;2023;434
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Extranjera;2022;330
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Extranjera;2021;232
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Extranjera;2020;194
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Extranjera;2019;0
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Extranjera;2018;1
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Total;2024;1.871
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Total;2023;1.979
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Total;2022;1.706
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Total;2021;1.344
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Total;2020;966
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Total;2019;4
CATALUÑA;TOTAL INFRACCIONES PENALES;Femenino;Total;2018;2
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Española;2024;4.082
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Española;2023;4.069
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Española;2022;3.827
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Española;2021;3.309
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Española;2020;2.607
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Española;2019;43
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Española;2018;22
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Extranjera;2024;1.716
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Extranjera;2023;1.648
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Extranjera;2022;1.638
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Extranjera;2021;1.390
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Extranjera;2020;1.279
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Extranjera;2019;17
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Extranjera;2018;26
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Total;2024;5.798
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Total;2023;5.717
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Total;2022;5.465
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Total;2021;4.699
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Total;2020;3.886
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Total;2019;60
CATALUÑA;TOTAL INFRACCIONES PENALES;Ambos sexos;Total;2018;48
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Española;2024;472
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Española;2023;470
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Española;2022;550
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Española;2021;485
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Española;2020;374
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Española;2019;451
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Española;2018;419
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Extranjera;2024;143
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Extranjera;2023;126
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Extranjera;2022;125
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Extranjera;2021;124
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Extranjera;2020;77
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Extranjera;2019;88
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Extranjera;2018;79
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Total;2024;615
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Total;2023;596
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Total;2022;675
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Total;2021;609
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Total;2020;451
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Total;2019;539
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Masculino;Total;2018;498
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Española;2024;139
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Española;2023;169
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Española;2022;193
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Española;2021;155
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Española;2020;130
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Española;2019;138
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Española;2018;152
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Extranjera;2024;21
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Extranjera;2023;26
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Extranjera;2022;19
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Extranjera;2021;15
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Extranjera;2020;16
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Extranjera;2019;18
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Extranjera;2018;18
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Total;2024;160
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Total;2023;195
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Total;2022;212
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Total;2021;170
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Total;2020;146
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Total;2019;156
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Femenino;Total;2018;170
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Española;2024;611
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Española;2023;639
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Española;2022;743
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Española;2021;640
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Española;2020;504
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Española;2019;589
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Española;2018;571
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Extranjera;2024;164
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Extranjera;2023;152
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Extranjera;2022;144
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Extranjera;2021;139
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Extranjera;2020;93
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Extranjera;2019;106
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Extranjera;2018;97
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Total;2024;775
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Total;2023;791
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Total;2022;887
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Total;2021;779
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Total;2020;597
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Total;2019;695
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;Ambos sexos;Total;2018;668
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Española;2024;6
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Española;2023;8
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Española;2022;14
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Española;2021;9
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Española;2020;6
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Española;2019;7
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Española;2018;5
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Extranjera;2024;1
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Extranjera;2023;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Extranjera;2022;3
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Extranjera;2021;1
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Extranjera;2020;1
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Extranjera;2019;4
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Extranjera;2018;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Total;2024;7
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Total;2023;8
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Total;2022;17
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Total;2021;10
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Total;2020;7
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Total;2019;11
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Masculino;Total;2018;5
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Española;2024;1
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Española;2023;2
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Española;2022;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Española;2021;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Española;2020;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Española;2019;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Española;2018;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Extranjera;2024;1
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Extranjera;2023;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Extranjera;2022;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Extranjera;2021;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Extranjera;2020;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Extranjera;2019;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Extranjera;2018;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Total;2024;2
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Total;2023;2
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Total;2022;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Total;2021;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Total;2020;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Total;2019;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Femenino;Total;2018;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Española;2024;7
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Española;2023;10
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Española;2022;14
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Española;2021;9
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Española;2020;6
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Española;2019;7
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Española;2018;5
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Extranjera;2024;2
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Extranjera;2023;0
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Extranjera;2022;3
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Extranjera;2021;1
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Extranjera;2020;1
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;Ambos sexos;Extranjera;2019;4
