Comunidades autónomas;Tipología penal;Sexo;periodo;Total
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2021;45
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2020;16
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2019;38
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Femenino;2018;43
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2024;507
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2023;501
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2022;518
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2021;409
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2020;479
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2019;404
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2018;464
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2024;447
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2023;403
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2022;278
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2021;280
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2020;403
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2019;291
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Masculino;2018;188
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2024;10
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2023;4
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2022;3
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2021;4
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2020;5
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2019;16
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Femenino;2018;8
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2024;457
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2023;407
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2022;281
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2021;284
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2020;408
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2019;307
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2018;196
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Masculino;2024;2.773
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Masculino;2023;2.723
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Masculino;2022;2.284
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Masculino;2021;1.802
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Masculino;2020;1.711
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Masculino;2019;1.735
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Masculino;2018;1.223
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Femenino;2024;130
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Femenino;2023;148
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Femenino;2022;127
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Femenino;2021;130
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Femenino;2020;124
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Femenino;2019;120
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Femenino;2018;87
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2024;2.903
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2023;2.871
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2022;2.411
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2021;1.932
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2020;1.835
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2019;1.855
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;Ambos sexos;2018;1.310
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Masculino;2024;1.970
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Masculino;2023;1.829
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Masculino;2022;1.574
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Masculino;2021;1.245
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Masculino;2020;1.170
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Masculino;2019;1.237
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Masculino;2018;812
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Femenino;2024;62
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Femenino;2023;85
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Femenino;2022;67
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Femenino;2021;73
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Femenino;2020;71
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Femenino;2019;72
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Femenino;2018;49
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2024;2.032
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2023;1.914
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2022;1.641
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2021;1.318
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2020;1.241
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2019;1.309
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;Ambos sexos;2018;861
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Masculino;2024;68
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Masculino;2023;103
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Masculino;2022;68
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Masculino;2021;72
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Masculino;2020;76
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Masculino;2019;53
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Masculino;2018;52
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Femenino;2024;9
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Femenino;2023;10
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Femenino;2022;9
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Femenino;2021;10
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Femenino;2020;12
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Femenino;2019;8
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Femenino;2018;8
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2024;77
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2023;113
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2022;77
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2021;82
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2020;88
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2019;61
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;Ambos sexos;2018;60
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2024;472
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2023;423
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2022;333
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2021;248
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2020;259
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2019;235
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2018;218
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2024;39
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2023;41
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2022;34
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2021;31
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2020;30
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2019;27
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2018;20
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2024;511
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2023;464
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2022;367
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2021;279
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2020;289
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2019;262
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2018;238
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Masculino;2024;213
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Masculino;2023;203
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Masculino;2022;191
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Masculino;2021;118
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Masculino;2020;138
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Masculino;2019;176
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Masculino;2018;153
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Femenino;2024;12
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Femenino;2023;13
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Femenino;2022;15
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Femenino;2021;5
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Femenino;2020;12
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Femenino;2019;9
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Femenino;2018;9
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Ambos sexos;2024;225
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Ambos sexos;2023;216
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Ambos sexos;2022;206
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Ambos sexos;2021;123
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Ambos sexos;2020;150
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Ambos sexos;2019;185
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;Ambos sexos;2018;162
MADRID (COMUNIDAD DE);5.5.-Estafas;Masculino;2024;1.129
MADRID (COMUNIDAD DE);5.5.-Estafas;Masculino;2023;959
MADRID (COMUNIDAD DE);5.5.-Estafas;Masculino;2022;647
MADRID (COMUNIDAD DE);5.5.-Estafas;Masculino;2021;585
MADRID (COMUNIDAD DE);5.5.-Estafas;Masculino;2020;524
MADRID (COMUNIDAD DE);5.5.-Estafas;Masculino;2019;601
MADRID (COMUNIDAD DE);5.5.-Estafas;Masculino;2018;499
MADRID (COMUNIDAD DE);5.5.-Estafas;Femenino;2024;339
MADRID (COMUNIDAD DE);5.5.-Estafas;Femenino;2023;312
MADRID (COMUNIDAD DE);5.5.-Estafas;Femenino;2022;192
MADRID (COMUNIDAD DE);5.5.-Estafas;Femenino;2021;170
MADRID (COMUNIDAD DE);5.5.-Estafas;Femenino;2020;177
MADRID (COMUNIDAD DE);5.5.-Estafas;Femenino;2019;195
MADRID (COMUNIDAD DE);5.5.-Estafas;Femenino;2018;140
MADRID (COMUNIDAD DE);5.5.-Estafas;Ambos sexos;2024;1.468
MADRID (COMUNIDAD DE);5.5.-Estafas;Ambos sexos;2023;1.271
MADRID (COMUNIDAD DE);5.5.-Estafas;Ambos sexos;2022;839
MADRID (COMUNIDAD DE);5.5.-Estafas;Ambos sexos;2021;755
MADRID (COMUNIDAD DE);5.5.-Estafas;Ambos sexos;2020;701
MADRID (COMUNIDAD DE);5.5.-Estafas;Ambos sexos;2019;796
MADRID (COMUNIDAD DE);5.5.-Estafas;Ambos sexos;2018;639
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Masculino;2024;511
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Masculino;2023;378
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Masculino;2022;291
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Masculino;2021;268
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Masculino;2020;243
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Masculino;2019;144
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Masculino;2018;77
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Femenino;2024;189
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Femenino;2023;157
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Femenino;2022;113
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Femenino;2021;79
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Femenino;2020;87
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Femenino;2019;47
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Femenino;2018;21
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Ambos sexos;2024;700
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Ambos sexos;2023;535
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Ambos sexos;2022;404
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Ambos sexos;2021;347
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Ambos sexos;2020;330
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Ambos sexos;2019;191
MADRID (COMUNIDAD DE);5.5.1.-Estafas informáticas;Ambos sexos;2018;98
MADRID (COMUNIDAD DE);5.6.-Daños;Masculino;2024;402
MADRID (COMUNIDAD DE);5.6.-Daños;Masculino;2023;331
MADRID (COMUNIDAD DE);5.6.-Daños;Masculino;2022;319
MADRID (COMUNIDAD DE);5.6.-Daños;Masculino;2021;289
MADRID (COMUNIDAD DE);5.6.-Daños;Masculino;2020;219
MADRID (COMUNIDAD DE);5.6.-Daños;Masculino;2019;260
MADRID (COMUNIDAD DE);5.6.-Daños;Masculino;2018;196
MADRID (COMUNIDAD DE);5.6.-Daños;Femenino;2024;39
MADRID (COMUNIDAD DE);5.6.-Daños;Femenino;2023;28
MADRID (COMUNIDAD DE);5.6.-Daños;Femenino;2022;29
MADRID (COMUNIDAD DE);5.6.-Daños;Femenino;2021;20
MADRID (COMUNIDAD DE);5.6.-Daños;Femenino;2020;22
MADRID (COMUNIDAD DE);5.6.-Daños;Femenino;2019;19
MADRID (COMUNIDAD DE);5.6.-Daños;Femenino;2018;14
MADRID (COMUNIDAD DE);5.6.-Daños;Ambos sexos;2024;441
MADRID (COMUNIDAD DE);5.6.-Daños;Ambos sexos;2023;359
MADRID (COMUNIDAD DE);5.6.-Daños;Ambos sexos;2022;348
MADRID (COMUNIDAD DE);5.6.-Daños;Ambos sexos;2021;309
MADRID (COMUNIDAD DE);5.6.-Daños;Ambos sexos;2020;241
MADRID (COMUNIDAD DE);5.6.-Daños;Ambos sexos;2019;279
MADRID (COMUNIDAD DE);5.6.-Daños;Ambos sexos;2018;210
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2024;203
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2023;90
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2022;118
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2021;48
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2020;41
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2019;114
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2018;102
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2024;10
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;9
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;15
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;4
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2020;11
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2019;7
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2018;16
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2024;213
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2023;99
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2022;133
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2021;52
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2020;52
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2019;121
MADRID (COMUNIDAD DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2018;118
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Masculino;2024;51
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Masculino;2023;33
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Masculino;2022;86
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Masculino;2021;26
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Masculino;2020;14
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Masculino;2019;16
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Masculino;2018;22
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Femenino;2024;24
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Femenino;2023;10
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Femenino;2022;16
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Femenino;2021;9
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Femenino;2020;10
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Femenino;2019;6
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Femenino;2018;10
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Ambos sexos;2024;75
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Ambos sexos;2023;43
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Ambos sexos;2022;102
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Ambos sexos;2021;35
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Ambos sexos;2020;24
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Ambos sexos;2019;22
MADRID (COMUNIDAD DE);5.8.-Blanqueo de capitales;Ambos sexos;2018;32
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Masculino;2024;928
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Masculino;2023;937
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Masculino;2022;781
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Masculino;2021;660
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Masculino;2020;679
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Masculino;2019;662
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Masculino;2018;474
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Femenino;2024;189
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Femenino;2023;200
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Femenino;2022;142
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Femenino;2021;116
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Femenino;2020;146
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Femenino;2019;138
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Femenino;2018;118
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Ambos sexos;2024;1.117
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Ambos sexos;2023;1.137
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Ambos sexos;2022;923
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Ambos sexos;2021;776
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Ambos sexos;2020;825
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Ambos sexos;2019;800
MADRID (COMUNIDAD DE);5.9.-Otros contra el patrimonio;Ambos sexos;2018;592
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Masculino;2024;4.032
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Masculino;2023;3.490
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Masculino;2022;3.258
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Masculino;2021;2.496
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Masculino;2020;2.240
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Masculino;2019;2.638
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Masculino;2018;2.301
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Femenino;2024;432
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Femenino;2023;311
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Femenino;2022;307
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Femenino;2021;197
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Femenino;2020;168
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Femenino;2019;219
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Femenino;2018;206
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2024;4.464
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2023;3.801
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2022;3.565
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2021;2.693
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2020;2.408
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2019;2.857
MADRID (COMUNIDAD DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2018;2.507
MADRID (COMUNIDAD DE);6.1.-Tráfico de drogas;Masculino;2024;2.085
MADRID (COMUNIDAD DE);6.1.-Tráfico de drogas;Masculino;2023;1.796
MADRID (COMUNIDAD DE);6.1.-Tráfico de drogas;Masculino;2022;1.463
MADRID (COMUNIDAD DE);6.1.-Tráfico de drogas;Masculino;2021;1.048
MADRID (COMUNIDAD DE);6.1.-Tráfico de drogas;Masculino;2020;1.014
MADRID (COMUNIDAD DE);6.1.-Tráfico de drogas;Masculino;2019;1.355
