Provincias;Tipología penal;Sexo;periodo;Total
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Femenino;2020;2
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Femenino;2019;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Femenino;2018;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2024;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2023;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2022;1
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2021;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2020;2
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2019;0
Córdoba;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2018;1
Córdoba;5.8.-Blanqueo de capitales;Masculino;2024;8
Córdoba;5.8.-Blanqueo de capitales;Masculino;2023;1
Córdoba;5.8.-Blanqueo de capitales;Masculino;2022;0
Córdoba;5.8.-Blanqueo de capitales;Masculino;2021;0
Córdoba;5.8.-Blanqueo de capitales;Masculino;2020;0
Córdoba;5.8.-Blanqueo de capitales;Masculino;2019;0
Córdoba;5.8.-Blanqueo de capitales;Masculino;2018;0
Córdoba;5.8.-Blanqueo de capitales;Femenino;2024;5
Córdoba;5.8.-Blanqueo de capitales;Femenino;2023;2
Córdoba;5.8.-Blanqueo de capitales;Femenino;2022;0
Córdoba;5.8.-Blanqueo de capitales;Femenino;2021;1
Córdoba;5.8.-Blanqueo de capitales;Femenino;2020;0
Córdoba;5.8.-Blanqueo de capitales;Femenino;2019;0
Córdoba;5.8.-Blanqueo de capitales;Femenino;2018;0
Córdoba;5.8.-Blanqueo de capitales;Ambos sexos;2024;13
Córdoba;5.8.-Blanqueo de capitales;Ambos sexos;2023;3
Córdoba;5.8.-Blanqueo de capitales;Ambos sexos;2022;0
Córdoba;5.8.-Blanqueo de capitales;Ambos sexos;2021;1
Córdoba;5.8.-Blanqueo de capitales;Ambos sexos;2020;0
Córdoba;5.8.-Blanqueo de capitales;Ambos sexos;2019;0
Córdoba;5.8.-Blanqueo de capitales;Ambos sexos;2018;0
Córdoba;5.9.-Otros contra el patrimonio;Masculino;2024;19
Córdoba;5.9.-Otros contra el patrimonio;Masculino;2023;21
Córdoba;5.9.-Otros contra el patrimonio;Masculino;2022;29
Córdoba;5.9.-Otros contra el patrimonio;Masculino;2021;51
Córdoba;5.9.-Otros contra el patrimonio;Masculino;2020;21
Córdoba;5.9.-Otros contra el patrimonio;Masculino;2019;22
Córdoba;5.9.-Otros contra el patrimonio;Masculino;2018;56
Córdoba;5.9.-Otros contra el patrimonio;Femenino;2024;7
Córdoba;5.9.-Otros contra el patrimonio;Femenino;2023;13
Córdoba;5.9.-Otros contra el patrimonio;Femenino;2022;12
Córdoba;5.9.-Otros contra el patrimonio;Femenino;2021;19
Córdoba;5.9.-Otros contra el patrimonio;Femenino;2020;7
Córdoba;5.9.-Otros contra el patrimonio;Femenino;2019;13
Córdoba;5.9.-Otros contra el patrimonio;Femenino;2018;26
Córdoba;5.9.-Otros contra el patrimonio;Ambos sexos;2024;26
Córdoba;5.9.-Otros contra el patrimonio;Ambos sexos;2023;34
Córdoba;5.9.-Otros contra el patrimonio;Ambos sexos;2022;41
Córdoba;5.9.-Otros contra el patrimonio;Ambos sexos;2021;70
Córdoba;5.9.-Otros contra el patrimonio;Ambos sexos;2020;28
Córdoba;5.9.-Otros contra el patrimonio;Ambos sexos;2019;35
Córdoba;5.9.-Otros contra el patrimonio;Ambos sexos;2018;82
Córdoba;6. SEGURIDAD COLECTIVA;Masculino;2024;130
Córdoba;6. SEGURIDAD COLECTIVA;Masculino;2023;117
Córdoba;6. SEGURIDAD COLECTIVA;Masculino;2022;108
Córdoba;6. SEGURIDAD COLECTIVA;Masculino;2021;95
Córdoba;6. SEGURIDAD COLECTIVA;Masculino;2020;68
Córdoba;6. SEGURIDAD COLECTIVA;Masculino;2019;88
Córdoba;6. SEGURIDAD COLECTIVA;Masculino;2018;77
Córdoba;6. SEGURIDAD COLECTIVA;Femenino;2024;4
Córdoba;6. SEGURIDAD COLECTIVA;Femenino;2023;14
Córdoba;6. SEGURIDAD COLECTIVA;Femenino;2022;5
Córdoba;6. SEGURIDAD COLECTIVA;Femenino;2021;6
Córdoba;6. SEGURIDAD COLECTIVA;Femenino;2020;5
Córdoba;6. SEGURIDAD COLECTIVA;Femenino;2019;10
Córdoba;6. SEGURIDAD COLECTIVA;Femenino;2018;6
Córdoba;6. SEGURIDAD COLECTIVA;Ambos sexos;2024;134
Córdoba;6. SEGURIDAD COLECTIVA;Ambos sexos;2023;131
Córdoba;6. SEGURIDAD COLECTIVA;Ambos sexos;2022;113
Córdoba;6. SEGURIDAD COLECTIVA;Ambos sexos;2021;101
Córdoba;6. SEGURIDAD COLECTIVA;Ambos sexos;2020;73
Córdoba;6. SEGURIDAD COLECTIVA;Ambos sexos;2019;98
Córdoba;6. SEGURIDAD COLECTIVA;Ambos sexos;2018;83
Córdoba;6.1.-Tráfico de drogas;Masculino;2024;18
Córdoba;6.1.-Tráfico de drogas;Masculino;2023;18
Córdoba;6.1.-Tráfico de drogas;Masculino;2022;17
Córdoba;6.1.-Tráfico de drogas;Masculino;2021;16
Córdoba;6.1.-Tráfico de drogas;Masculino;2020;15
Córdoba;6.1.-Tráfico de drogas;Masculino;2019;22
Córdoba;6.1.-Tráfico de drogas;Masculino;2018;9
Córdoba;6.1.-Tráfico de drogas;Femenino;2024;1
Córdoba;6.1.-Tráfico de drogas;Femenino;2023;5
Córdoba;6.1.-Tráfico de drogas;Femenino;2022;2
Córdoba;6.1.-Tráfico de drogas;Femenino;2021;3
Córdoba;6.1.-Tráfico de drogas;Femenino;2020;3
Córdoba;6.1.-Tráfico de drogas;Femenino;2019;4
Córdoba;6.1.-Tráfico de drogas;Femenino;2018;2
Córdoba;6.1.-Tráfico de drogas;Ambos sexos;2024;19
Córdoba;6.1.-Tráfico de drogas;Ambos sexos;2023;23
Córdoba;6.1.-Tráfico de drogas;Ambos sexos;2022;19
Córdoba;6.1.-Tráfico de drogas;Ambos sexos;2021;19
Córdoba;6.1.-Tráfico de drogas;Ambos sexos;2020;18
Córdoba;6.1.-Tráfico de drogas;Ambos sexos;2019;26
Córdoba;6.1.-Tráfico de drogas;Ambos sexos;2018;11
Córdoba;6.2.-Contra la seguridad vial;Masculino;2024;112
Córdoba;6.2.-Contra la seguridad vial;Masculino;2023;99
Córdoba;6.2.-Contra la seguridad vial;Masculino;2022;91
Córdoba;6.2.-Contra la seguridad vial;Masculino;2021;79
Córdoba;6.2.-Contra la seguridad vial;Masculino;2020;53
Córdoba;6.2.-Contra la seguridad vial;Masculino;2019;65
Córdoba;6.2.-Contra la seguridad vial;Masculino;2018;67
Córdoba;6.2.-Contra la seguridad vial;Femenino;2024;3
Córdoba;6.2.-Contra la seguridad vial;Femenino;2023;9
Córdoba;6.2.-Contra la seguridad vial;Femenino;2022;2
Córdoba;6.2.-Contra la seguridad vial;Femenino;2021;3
Córdoba;6.2.-Contra la seguridad vial;Femenino;2020;2
Córdoba;6.2.-Contra la seguridad vial;Femenino;2019;6
Córdoba;6.2.-Contra la seguridad vial;Femenino;2018;4
Córdoba;6.2.-Contra la seguridad vial;Ambos sexos;2024;115
Córdoba;6.2.-Contra la seguridad vial;Ambos sexos;2023;108
Córdoba;6.2.-Contra la seguridad vial;Ambos sexos;2022;93
Córdoba;6.2.-Contra la seguridad vial;Ambos sexos;2021;82
Córdoba;6.2.-Contra la seguridad vial;Ambos sexos;2020;55
Córdoba;6.2.-Contra la seguridad vial;Ambos sexos;2019;71
Córdoba;6.2.-Contra la seguridad vial;Ambos sexos;2018;71
Córdoba;6.3.-Otros contra la seguridad colectiva;Masculino;2024;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Masculino;2023;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Masculino;2022;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Masculino;2021;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Masculino;2020;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Masculino;2019;1
Córdoba;6.3.-Otros contra la seguridad colectiva;Masculino;2018;1
Córdoba;6.3.-Otros contra la seguridad colectiva;Femenino;2024;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Femenino;2023;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Femenino;2022;1
Córdoba;6.3.-Otros contra la seguridad colectiva;Femenino;2021;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Femenino;2020;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Femenino;2019;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Femenino;2018;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2024;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2023;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2022;1
Córdoba;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2021;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2020;0
Córdoba;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2019;1
Córdoba;6.3.-Otros contra la seguridad colectiva;Ambos sexos;2018;1
Córdoba;7. FALSEDADES;Masculino;2024;20
Córdoba;7. FALSEDADES;Masculino;2023;26
Córdoba;7. FALSEDADES;Masculino;2022;21
Córdoba;7. FALSEDADES;Masculino;2021;42
Córdoba;7. FALSEDADES;Masculino;2020;20
Córdoba;7. FALSEDADES;Masculino;2019;21
Córdoba;7. FALSEDADES;Masculino;2018;29
Córdoba;7. FALSEDADES;Femenino;2024;0
Córdoba;7. FALSEDADES;Femenino;2023;9
Córdoba;7. FALSEDADES;Femenino;2022;5
Córdoba;7. FALSEDADES;Femenino;2021;1
Córdoba;7. FALSEDADES;Femenino;2020;5
Córdoba;7. FALSEDADES;Femenino;2019;4
Córdoba;7. FALSEDADES;Femenino;2018;11
Córdoba;7. FALSEDADES;Ambos sexos;2024;20
Córdoba;7. FALSEDADES;Ambos sexos;2023;35
Córdoba;7. FALSEDADES;Ambos sexos;2022;26
Córdoba;7. FALSEDADES;Ambos sexos;2021;43
Córdoba;7. FALSEDADES;Ambos sexos;2020;25
Córdoba;7. FALSEDADES;Ambos sexos;2019;25
Córdoba;7. FALSEDADES;Ambos sexos;2018;40
Córdoba;8. ADMÓN. PÚBLICA;Masculino;2024;0
Córdoba;8. ADMÓN. PÚBLICA;Masculino;2023;0
Córdoba;8. ADMÓN. PÚBLICA;Masculino;2022;0
Córdoba;8. ADMÓN. PÚBLICA;Masculino;2021;0
Córdoba;8. ADMÓN. PÚBLICA;Masculino;2020;0
Córdoba;8. ADMÓN. PÚBLICA;Masculino;2019;0
Córdoba;8. ADMÓN. PÚBLICA;Masculino;2018;0
Córdoba;8. ADMÓN. PÚBLICA;Femenino;2024;1
Córdoba;8. ADMÓN. PÚBLICA;Femenino;2023;0
Córdoba;8. ADMÓN. PÚBLICA;Femenino;2022;2
Córdoba;8. ADMÓN. PÚBLICA;Femenino;2021;0
Córdoba;8. ADMÓN. PÚBLICA;Femenino;2020;0
Córdoba;8. ADMÓN. PÚBLICA;Femenino;2019;0
Córdoba;8. ADMÓN. PÚBLICA;Femenino;2018;0
Córdoba;8. ADMÓN. PÚBLICA;Ambos sexos;2024;1
Córdoba;8. ADMÓN. PÚBLICA;Ambos sexos;2023;0
Córdoba;8. ADMÓN. PÚBLICA;Ambos sexos;2022;2
Córdoba;8. ADMÓN. PÚBLICA;Ambos sexos;2021;0
Córdoba;8. ADMÓN. PÚBLICA;Ambos sexos;2020;0
Córdoba;8. ADMÓN. PÚBLICA;Ambos sexos;2019;0
Córdoba;8. ADMÓN. PÚBLICA;Ambos sexos;2018;0
Córdoba;9. ADMÓN. JUSTICIA;Masculino;2024;42
Córdoba;9. ADMÓN. JUSTICIA;Masculino;2023;41
Córdoba;9. ADMÓN. JUSTICIA;Masculino;2022;25
Córdoba;9. ADMÓN. JUSTICIA;Masculino;2021;31
Córdoba;9. ADMÓN. JUSTICIA;Masculino;2020;32
Córdoba;9. ADMÓN. JUSTICIA;Masculino;2019;16
Córdoba;9. ADMÓN. JUSTICIA;Masculino;2018;17
Córdoba;9. ADMÓN. JUSTICIA;Femenino;2024;1
Córdoba;9. ADMÓN. JUSTICIA;Femenino;2023;4
Córdoba;9. ADMÓN. JUSTICIA;Femenino;2022;1
Córdoba;9. ADMÓN. JUSTICIA;Femenino;2021;5
Córdoba;9. ADMÓN. JUSTICIA;Femenino;2020;2
Córdoba;9. ADMÓN. JUSTICIA;Femenino;2019;1
Córdoba;9. ADMÓN. JUSTICIA;Femenino;2018;4
Córdoba;9. ADMÓN. JUSTICIA;Ambos sexos;2024;43
Córdoba;9. ADMÓN. JUSTICIA;Ambos sexos;2023;45
Córdoba;9. ADMÓN. JUSTICIA;Ambos sexos;2022;26
Córdoba;9. ADMÓN. JUSTICIA;Ambos sexos;2021;36
Córdoba;9. ADMÓN. JUSTICIA;Ambos sexos;2020;34
Córdoba;9. ADMÓN. JUSTICIA;Ambos sexos;2019;17
Córdoba;9. ADMÓN. JUSTICIA;Ambos sexos;2018;21
Córdoba;10. ORDEN PÚBLICO;Masculino;2024;33
Córdoba;10. ORDEN PÚBLICO;Masculino;2023;29
Córdoba;10. ORDEN PÚBLICO;Masculino;2022;43
Córdoba;10. ORDEN PÚBLICO;Masculino;2021;36
Córdoba;10. ORDEN PÚBLICO;Masculino;2020;50
Córdoba;10. ORDEN PÚBLICO;Masculino;2019;24
Córdoba;10. ORDEN PÚBLICO;Masculino;2018;25
Córdoba;10. ORDEN PÚBLICO;Femenino;2024;8
Córdoba;10. ORDEN PÚBLICO;Femenino;2023;12
Córdoba;10. ORDEN PÚBLICO;Femenino;2022;4
Córdoba;10. ORDEN PÚBLICO;Femenino;2021;5
Córdoba;10. ORDEN PÚBLICO;Femenino;2020;9
Córdoba;10. ORDEN PÚBLICO;Femenino;2019;7
Córdoba;10. ORDEN PÚBLICO;Femenino;2018;7
Córdoba;10. ORDEN PÚBLICO;Ambos sexos;2024;41
Córdoba;10. ORDEN PÚBLICO;Ambos sexos;2023;41
Córdoba;10. ORDEN PÚBLICO;Ambos sexos;2022;47
Córdoba;10. ORDEN PÚBLICO;Ambos sexos;2021;41
Córdoba;10. ORDEN PÚBLICO;Ambos sexos;2020;59
Córdoba;10. ORDEN PÚBLICO;Ambos sexos;2019;31
Córdoba;10. ORDEN PÚBLICO;Ambos sexos;2018;32
Córdoba;11. LEGISLACIÓN ESPECIAL;Masculino;2024;4
Córdoba;11. LEGISLACIÓN ESPECIAL;Masculino;2023;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Masculino;2022;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Masculino;2021;1
Córdoba;11. LEGISLACIÓN ESPECIAL;Masculino;2020;4
Córdoba;11. LEGISLACIÓN ESPECIAL;Masculino;2019;8
Córdoba;11. LEGISLACIÓN ESPECIAL;Masculino;2018;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Femenino;2024;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Femenino;2023;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Femenino;2022;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Femenino;2021;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Femenino;2020;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Femenino;2019;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Femenino;2018;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2024;4
Córdoba;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2023;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2022;0
Córdoba;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2021;1
Córdoba;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2020;4
Córdoba;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2019;8
Córdoba;11. LEGISLACIÓN ESPECIAL;Ambos sexos;2018;0
Córdoba;12. OTRAS INFRACCIONES PENALES;Masculino;2024;16
Córdoba;12. OTRAS INFRACCIONES PENALES;Masculino;2023;5
Córdoba;12. OTRAS INFRACCIONES PENALES;Masculino;2022;5
Córdoba;12. OTRAS INFRACCIONES PENALES;Masculino;2021;7
Córdoba;12. OTRAS INFRACCIONES PENALES;Masculino;2020;4
Córdoba;12. OTRAS INFRACCIONES PENALES;Masculino;2019;5
Córdoba;12. OTRAS INFRACCIONES PENALES;Masculino;2018;8
Córdoba;12. OTRAS INFRACCIONES PENALES;Femenino;2024;1
Córdoba;12. OTRAS INFRACCIONES PENALES;Femenino;2023;0
Córdoba;12. OTRAS INFRACCIONES PENALES;Femenino;2022;2
Córdoba;12. OTRAS INFRACCIONES PENALES;Femenino;2021;0
Córdoba;12. OTRAS INFRACCIONES PENALES;Femenino;2020;0
Córdoba;12. OTRAS INFRACCIONES PENALES;Femenino;2019;2
Córdoba;12. OTRAS INFRACCIONES PENALES;Femenino;2018;3
Córdoba;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2024;17
Córdoba;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2023;5
Córdoba;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2022;7
Córdoba;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2021;7
Córdoba;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2020;4
Córdoba;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2019;7
Córdoba;12. OTRAS INFRACCIONES PENALES;Ambos sexos;2018;11
Córdoba;TOTAL INFRACCIONES PENALES;Masculino;2024;896
Córdoba;TOTAL INFRACCIONES PENALES;Masculino;2023;965
Córdoba;TOTAL INFRACCIONES PENALES;Masculino;2022;826
Córdoba;TOTAL INFRACCIONES PENALES;Masculino;2021;634
Córdoba;TOTAL INFRACCIONES PENALES;Masculino;2020;506
Córdoba;TOTAL INFRACCIONES PENALES;Masculino;2019;572
Córdoba;TOTAL INFRACCIONES PENALES;Masculino;2018;599
Córdoba;TOTAL INFRACCIONES PENALES;Femenino;2024;187
Córdoba;TOTAL INFRACCIONES PENALES;Femenino;2023;229
Córdoba;TOTAL INFRACCIONES PENALES;Femenino;2022;152
Córdoba;TOTAL INFRACCIONES PENALES;Femenino;2021;89
Córdoba;TOTAL INFRACCIONES PENALES;Femenino;2020;96
Córdoba;TOTAL INFRACCIONES PENALES;Femenino;2019;127
Córdoba;TOTAL INFRACCIONES PENALES;Femenino;2018;155
Córdoba;TOTAL INFRACCIONES PENALES;Ambos sexos;2024;1.083
Córdoba;TOTAL INFRACCIONES PENALES;Ambos sexos;2023;1.194
Córdoba;TOTAL INFRACCIONES PENALES;Ambos sexos;2022;978
Córdoba;TOTAL INFRACCIONES PENALES;Ambos sexos;2021;723
Córdoba;TOTAL INFRACCIONES PENALES;Ambos sexos;2020;602
Córdoba;TOTAL INFRACCIONES PENALES;Ambos sexos;2019;699
Córdoba;TOTAL INFRACCIONES PENALES;Ambos sexos;2018;754
Coruña (A);1. CONTRA LAS PERSONAS;Masculino;2024;313
Coruña (A);1. CONTRA LAS PERSONAS;Masculino;2023;268
Coruña (A);1. CONTRA LAS PERSONAS;Masculino;2022;264
Coruña (A);1. CONTRA LAS PERSONAS;Masculino;2021;160
Coruña (A);1. CONTRA LAS PERSONAS;Masculino;2020;198
Coruña (A);1. CONTRA LAS PERSONAS;Masculino;2019;183
Coruña (A);1. CONTRA LAS PERSONAS;Masculino;2018;160
Coruña (A);1. CONTRA LAS PERSONAS;Femenino;2024;50
Coruña (A);1. CONTRA LAS PERSONAS;Femenino;2023;52
Coruña (A);1. CONTRA LAS PERSONAS;Femenino;2022;46
Coruña (A);1. CONTRA LAS PERSONAS;Femenino;2021;29
Coruña (A);1. CONTRA LAS PERSONAS;Femenino;2020;37
Coruña (A);1. CONTRA LAS PERSONAS;Femenino;2019;49
Coruña (A);1. CONTRA LAS PERSONAS;Femenino;2018;40
Coruña (A);1. CONTRA LAS PERSONAS;Ambos sexos;2024;363
Coruña (A);1. CONTRA LAS PERSONAS;Ambos sexos;2023;320
Coruña (A);1. CONTRA LAS PERSONAS;Ambos sexos;2022;310
Coruña (A);1. CONTRA LAS PERSONAS;Ambos sexos;2021;189
Coruña (A);1. CONTRA LAS PERSONAS;Ambos sexos;2020;235
Coruña (A);1. CONTRA LAS PERSONAS;Ambos sexos;2019;232
Coruña (A);1. CONTRA LAS PERSONAS;Ambos sexos;2018;200
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Masculino;2024;9
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Masculino;2023;9
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Masculino;2022;7
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Masculino;2021;2
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Masculino;2020;4
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Masculino;2019;3
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Masculino;2018;2
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Femenino;2024;1
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Femenino;2023;0
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Femenino;2022;0
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Femenino;2021;1
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Femenino;2020;1
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Femenino;2019;1
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Femenino;2018;1
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2024;10
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2023;9
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2022;7
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2021;3
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2020;5
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2019;4
Coruña (A);1.1.-Homicidios dolosos/asesinatos;Ambos sexos;2018;3
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2024;3
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2023;3
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2022;1
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2021;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2020;1
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2019;2
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Masculino;2018;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2024;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2023;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2022;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2021;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2020;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2019;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Femenino;2018;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2024;3
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2023;3
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2022;1
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2021;0
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2020;1
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2019;2
Coruña (A);1.1.1.-Homicidios dolosos/asesinatos consumados;Ambos sexos;2018;0
Coruña (A);1.2.-Lesiones;Masculino;2024;73
Coruña (A);1.2.-Lesiones;Masculino;2023;62
Coruña (A);1.2.-Lesiones;Masculino;2022;72
Coruña (A);1.2.-Lesiones;Masculino;2021;31
